Year,Province,District,Month,ATMs_Number
2020,Niassa,Chimbunhila,Dezembro,1.0
2020,Zambézia,Cidade de Quelimane,Abril,61.0
2020,Zambézia,Cidade de Quelimane,Julho,58.0
2020,Niassa,Muembe,Março,0.0
2020,Niassa,Nipepe,Setembro,1.0
2020,Niassa,Chimbunhila,Outubro,0.0
2020,Niassa,Chimbunhila,Setembro,0.0
2020,Niassa,Chimbunhila,Agosto,0.0
2020,Niassa,Chimbunhila,Julho,0.0
2020,Niassa,Chimbunhila,Junho,0.0
2020,Niassa,Chimbunhila,Maio,0.0
2020,Niassa,Chimbunhila,Abril,0.0
2020,Niassa,Chimbunhila,Março,0.0
2020,Niassa,Chimbunhila,Fevereiro,0.0
2020,Niassa,Chimbunhila,Janeiro,0.0
2020,Niassa,Sanga,Dezembro,0.0
2020,Niassa,Sanga,Novembro,0.0
2020,Niassa,Sanga,Outubro,0.0
2020,Niassa,Sanga,Setembro,0.0
2020,Niassa,Sanga,Agosto,0.0
2020,Niassa,Sanga,Julho,0.0
2020,Niassa,Sanga,Junho,0.0
2020,Niassa,Sanga,Maio,0.0
2020,Niassa,Sanga,Abril,0.0
2020,Niassa,Sanga,Março,0.0
2020,Niassa,Sanga,Fevereiro,0.0
2020,Niassa,Sanga,Janeiro,0.0
2020,Niassa,Muembe,Agosto,0.0
2020,Niassa,Nipepe,Agosto,1.0
2020,Niassa,Muembe,Maio,0.0
2020,Niassa,Nipepe,Junho,1.0
2020,Niassa,Muembe,Junho,0.0
2020,Niassa,Maúa,Maio,2.0
2020,Niassa,Nipepe,Julho,1.0
2020,Niassa,Nipepe,Maio,1.0
2020,Niassa,Nipepe,Abril,1.0
2020,Niassa,Nipepe,Março,1.0
2020,Niassa,Nipepe,Fevereiro,1.0
2020,Niassa,Nipepe,Janeiro,1.0
2020,Niassa,N´gauma,Dezembro,0.0
2020,Niassa,N´gauma,Novembro,0.0
2020,Niassa,N´gauma,Outubro,0.0
2020,Niassa,N´gauma,Setembro,0.0
2020,Niassa,N´gauma,Agosto,0.0
2020,Niassa,N´gauma,Julho,0.0
2020,Niassa,N´gauma,Junho,0.0
2020,Niassa,N´gauma,Maio,0.0
2020,Niassa,N´gauma,Abril,0.0
2020,Niassa,N´gauma,Março,0.0
2020,Niassa,N´gauma,Fevereiro,0.0
2020,Niassa,N´gauma,Janeiro,0.0
2020,Niassa,Muembe,Dezembro,0.0
2020,Niassa,Muembe,Novembro,0.0
2020,Niassa,Muembe,Outubro,0.0
2020,Niassa,Muembe,Setembro,0.0
2020,Niassa,Nipepe,Dezembro,1.0
2020,Niassa,Muembe,Julho,0.0
2020,Niassa,Nipepe,Novembro,1.0
2020,Niassa,Maúa,Setembro,2.0
2020,Niassa,Muembe,Abril,0.0
2020,Niassa,Muembe,Fevereiro,0.0
2020,Niassa,Muembe,Janeiro,0.0
2020,Niassa,Mecanhelas,Novembro,3.0
2020,Niassa,Metarica,Dezembro,0.0
2020,Niassa,Metarica,Novembro,0.0
2020,Niassa,Metarica,Outubro,0.0
2020,Niassa,Metarica,Setembro,0.0
2020,Niassa,Metarica,Agosto,0.0
2020,Niassa,Metarica,Julho,0.0
2020,Niassa,Metarica,Junho,0.0
2020,Niassa,Metarica,Maio,0.0
2020,Niassa,Metarica,Abril,0.0
2020,Niassa,Metarica,Março,0.0
2020,Niassa,Metarica,Fevereiro,0.0
2020,Niassa,Metarica,Janeiro,0.0
2020,Niassa,Mecula,Dezembro,2.0
2020,Niassa,Mecula,Novembro,2.0
2020,Niassa,Mecula,Outubro,2.0
2020,Niassa,Mecula,Setembro,2.0
2020,Niassa,Mecula,Agosto,2.0
2020,Niassa,Mecula,Julho,2.0
2020,Niassa,Mecula,Junho,2.0
2020,Niassa,Mecula,Maio,2.0
2020,Niassa,Mecula,Abril,2.0
2020,Niassa,Mecula,Março,2.0
2020,Niassa,Maúa,Outubro,2.0
2020,Niassa,Maúa,Abril,2.0
2020,Niassa,Nipepe,Outubro,1.0
2020,Niassa,Mecanhelas,Agosto,3.0
2020,Niassa,Maúa,Agosto,2.0
2020,Niassa,Maúa,Junho,2.0
2020,Niassa,Mecanhelas,Setembro,3.0
2020,Niassa,Mecanhelas,Julho,3.0
2020,Niassa,Mecanhelas,Junho,3.0
2020,Niassa,Mecanhelas,Maio,3.0
2020,Niassa,Mecanhelas,Abril,3.0
2020,Niassa,Mecanhelas,Março,3.0
2020,Niassa,Mecanhelas,Fevereiro,3.0
2020,Niassa,Mecanhelas,Janeiro,3.0
2020,Niassa,Mavago,Dezembro,2.0
2020,Niassa,Mavago,Novembro,2.0
2020,Niassa,Mavago,Outubro,2.0
2020,Niassa,Mavago,Setembro,2.0
2020,Niassa,Mavago,Agosto,2.0
2020,Niassa,Mavago,Julho,2.0
2020,Niassa,Mavago,Junho,2.0
2020,Niassa,Mavago,Maio,2.0
2020,Niassa,Mavago,Abril,2.0
2020,Niassa,Mavago,Março,2.0
2020,Niassa,Mavago,Fevereiro,2.0
2020,Niassa,Mavago,Janeiro,2.0
2020,Niassa,Maúa,Dezembro,2.0
2020,Niassa,Maúa,Novembro,2.0
2020,Niassa,Mecula,Fevereiro,2.0
2020,Niassa,Cuamba,Julho,16.0
2020,Niassa,Mecanhelas,Outubro,3.0
2020,Niassa,Maúa,Julho,2.0
2020,Niassa,Maúa,Março,2.0
2020,Cabo Delgado,Quissanga,Abril,0.0
2020,Niassa,Manjune,Dezembro,1.0
2020,Niassa,Mandimba,Janeiro,2.0
2020,Niassa,Maúa,Fevereiro,2.0
2020,Niassa,Maúa,Janeiro,2.0
2020,Niassa,Marrupa,Dezembro,2.0
2020,Niassa,Marrupa,Novembro,2.0
2020,Niassa,Marrupa,Outubro,2.0
2020,Niassa,Marrupa,Setembro,2.0
2020,Niassa,Marrupa,Agosto,2.0
2020,Niassa,Marrupa,Julho,2.0
2020,Niassa,Marrupa,Junho,2.0
2020,Niassa,Marrupa,Maio,2.0
2020,Niassa,Marrupa,Abril,2.0
2020,Niassa,Marrupa,Março,2.0
2020,Niassa,Marrupa,Fevereiro,2.0
2020,Niassa,Marrupa,Janeiro,2.0
2020,Niassa,Mandimba,Dezembro,2.0
2020,Niassa,Mandimba,Novembro,2.0
2020,Niassa,Mandimba,Outubro,2.0
2020,Niassa,Mandimba,Setembro,2.0
2020,Niassa,Mandimba,Agosto,2.0
2020,Niassa,Mandimba,Julho,2.0
2020,Niassa,Mandimba,Junho,2.0
2020,Niassa,Mandimba,Maio,2.0
2020,Niassa,Mandimba,Março,2.0
2020,Niassa,Mandimba,Abril,2.0
2020,Niassa,Manjune,Novembro,1.0
2020,Niassa,Lago,Setembro,3.0
2020,Niassa,Manjune,Setembro,0.0
2020,Niassa,Manjune,Agosto,0.0
2020,Niassa,Manjune,Julho,0.0
2020,Niassa,Manjune,Junho,0.0
2020,Niassa,Manjune,Maio,0.0
2020,Niassa,Manjune,Abril,0.0
2020,Niassa,Manjune,Março,0.0
2020,Niassa,Manjune,Fevereiro,0.0
2020,Niassa,Manjune,Janeiro,0.0
2020,Niassa,Lago,Dezembro,3.0
2020,Niassa,Mecanhelas,Dezembro,3.0
2020,Cabo Delgado,Nangade,Setembro,2.0
2020,Niassa,Lago,Agosto,3.0
2020,Nampula,Nacaroa,Maio,1.0
2020,Niassa,Lago,Julho,3.0
2020,Niassa,Lago,Junho,3.0
2020,Niassa,Lago,Maio,3.0
2020,Niassa,Lago,Abril,5.0
2020,Niassa,Lago,Março,3.0
2020,Niassa,Lago,Fevereiro,3.0
2020,Niassa,Lago,Janeiro,3.0
2020,Niassa,Cuamba,Dezembro,16.0
2020,Niassa,Cuamba,Novembro,16.0
2020,Niassa,Cuamba,Outubro,16.0
2020,Niassa,Cuamba,Agosto,16.0
2020,Cabo Delgado,Nangade,Outubro,2.0
2020,Niassa,Mecula,Janeiro,2.0
2020,Niassa,Cuamba,Junho,16.0
2020,Niassa,Cuamba,Abril,16.0
2020,Cabo Delgado,Quissanga,Fevereiro,0.0
2020,Niassa,Cuamba,Março,16.0
2020,Niassa,Cuamba,Fevereiro,16.0
2020,Niassa,Cuamba,Janeiro,16.0
2020,Niassa,Cidade de Lichinga,Dezembro,30.0
2020,Niassa,Cidade de Lichinga,Novembro,30.0
2020,Niassa,Cidade de Lichinga,Outubro,30.0
2020,Niassa,Cidade de Lichinga,Setembro,30.0
2020,Niassa,Cidade de Lichinga,Agosto,31.0
2020,Niassa,Cidade de Lichinga,Julho,31.0
2020,Niassa,Cidade de Lichinga,Junho,31.0
2020,Niassa,Cidade de Lichinga,Maio,31.0
2020,Niassa,Cidade de Lichinga,Abril,31.0
2020,Niassa,Cidade de Lichinga,Março,30.0
2020,Niassa,Cidade de Lichinga,Fevereiro,30.0
2020,Niassa,Cidade de Lichinga,Janeiro,30.0
2020,Cabo Delgado,Quissanga,Dezembro,0.0
2020,Cabo Delgado,Quissanga,Novembro,0.0
2020,Cabo Delgado,Quissanga,Outubro,0.0
2020,Cabo Delgado,Quissanga,Setembro,0.0
2020,Cabo Delgado,Quissanga,Agosto,0.0
2020,Cabo Delgado,Quissanga,Julho,0.0
2020,Cabo Delgado,Quissanga,Junho,0.0
2020,Cabo Delgado,Quissanga,Maio,0.0
2020,Cabo Delgado,Quissanga,Janeiro,0.0
2020,Cabo Delgado,Quissanga,Março,0.0
2020,Cabo Delgado,Pemba-Metuge,Novembro,2.0
2020,Cabo Delgado,Nangade,Novembro,2.0
2020,Niassa,Cuamba,Maio,16.0
2020,Cabo Delgado,Pemba-Metuge,Dezembro,2.0
2020,Cabo Delgado,Pemba-Metuge,Outubro,2.0
2020,Cabo Delgado,Pemba-Metuge,Setembro,2.0
2020,Cabo Delgado,Pemba-Metuge,Agosto,2.0
2020,Cabo Delgado,Pemba-Metuge,Julho,0.0
2020,Cabo Delgado,Pemba-Metuge,Junho,0.0
2020,Cabo Delgado,Pemba-Metuge,Maio,0.0
2020,Cabo Delgado,Pemba-Metuge,Abril,0.0
2020,Cabo Delgado,Pemba-Metuge,Março,0.0
2020,Cabo Delgado,Pemba-Metuge,Fevereiro,0.0
2020,Cabo Delgado,Pemba-Metuge,Janeiro,0.0
2020,Cabo Delgado,Palma,Dezembro,10.0
2020,Cabo Delgado,Palma,Novembro,10.0
2020,Cabo Delgado,Palma,Outubro,10.0
2020,Cabo Delgado,Palma,Setembro,10.0
2020,Cabo Delgado,Palma,Agosto,10.0
2020,Cabo Delgado,Palma,Julho,10.0
2020,Cabo Delgado,Palma,Junho,10.0
2020,Cabo Delgado,Palma,Maio,10.0
2020,Cabo Delgado,Palma,Abril,10.0
2020,Cabo Delgado,Palma,Março,10.0
2020,Cabo Delgado,Palma,Fevereiro,10.0
2020,Cabo Delgado,Palma,Janeiro,10.0
2020,Cabo Delgado,Nangade,Dezembro,2.0
2020,Niassa,Mandimba,Fevereiro,2.0
2020,Nampula,Nacaroa,Março,1.0
2020,Nampula,Nacaroa,Fevereiro,1.0
2020,Cabo Delgado,Nangade,Agosto,2.0
2020,Cabo Delgado,Nangade,Abril,2.0
2020,Cabo Delgado,Nangade,Março,2.0
2020,Cabo Delgado,Nangade,Fevereiro,2.0
2020,Cabo Delgado,Nangade,Janeiro,2.0
2020,Cabo Delgado,Namuno,Dezembro,2.0
2020,Cabo Delgado,Namuno,Novembro,2.0
2020,Cabo Delgado,Namuno,Outubro,2.0
2020,Cabo Delgado,Namuno,Setembro,2.0
2020,Cabo Delgado,Namuno,Agosto,2.0
2020,Cabo Delgado,Namuno,Julho,2.0
2020,Cabo Delgado,Namuno,Junho,2.0
2020,Cabo Delgado,Namuno,Maio,2.0
2020,Cabo Delgado,Namuno,Abril,2.0
2020,Cabo Delgado,Namuno,Março,2.0
2020,Cabo Delgado,Namuno,Fevereiro,2.0
2020,Cabo Delgado,Namuno,Janeiro,2.0
2020,Cabo Delgado,Muidumbe,Dezembro,0.0
2020,Cabo Delgado,Muidumbe,Novembro,0.0
2020,Cabo Delgado,Muidumbe,Outubro,0.0
2020,Cabo Delgado,Muidumbe,Setembro,0.0
2020,Cabo Delgado,Muidumbe,Agosto,0.0
2020,Cabo Delgado,Muidumbe,Julho,0.0
2020,Cabo Delgado,Muidumbe,Junho,0.0
2020,Cabo Delgado,Mocimboa da Praia,Outubro,2.0
2020,Cabo Delgado,Muidumbe,Maio,0.0
2020,Cabo Delgado,Nangade,Junho,2.0
2020,Cabo Delgado,Mocimboa da Praia,Dezembro,2.0
2020,Cabo Delgado,Ibo,Janeiro,1.0
2020,Cabo Delgado,Mueda,Dezembro,6.0
2020,Cabo Delgado,Mueda,Novembro,6.0
2020,Cabo Delgado,Mueda,Outubro,6.0
2020,Cabo Delgado,Mueda,Setembro,4.0
2020,Cabo Delgado,Mueda,Agosto,4.0
2020,Cabo Delgado,Mueda,Julho,4.0
2020,Cabo Delgado,Mueda,Junho,4.0
2020,Cabo Delgado,Mueda,Maio,4.0
2020,Cabo Delgado,Mueda,Abril,4.0
2020,Cabo Delgado,Mueda,Março,3.0
2020,Cabo Delgado,Mueda,Fevereiro,4.0
2020,Cabo Delgado,Mueda,Janeiro,4.0
2020,Cabo Delgado,Montepuez,Dezembro,10.0
2020,Cabo Delgado,Montepuez,Novembro,10.0
2020,Cabo Delgado,Montepuez,Outubro,10.0
2020,Cabo Delgado,Montepuez,Setembro,10.0
2020,Cabo Delgado,Montepuez,Agosto,10.0
2020,Cabo Delgado,Montepuez,Julho,10.0
2020,Cabo Delgado,Montepuez,Junho,10.0
2020,Cabo Delgado,Montepuez,Maio,10.0
2020,Cabo Delgado,Montepuez,Abril,10.0
2020,Cabo Delgado,Montepuez,Março,10.0
2020,Cabo Delgado,Montepuez,Fevereiro,10.0
2020,Cabo Delgado,Montepuez,Janeiro,10.0
2020,Cabo Delgado,Muidumbe,Janeiro,2.0
2020,Cabo Delgado,Muidumbe,Março,2.0
2020,Cabo Delgado,Mocimboa da Praia,Novembro,2.0
2020,Cabo Delgado,Muidumbe,Fevereiro,2.0
2020,Cabo Delgado,Ibo,Fevereiro,1.0
2020,Cabo Delgado,Mecufi,Abril,1.0
2020,Cabo Delgado,Mocimboa da Praia,Junho,4.0
2020,Cabo Delgado,Mocimboa da Praia,Maio,4.0
2020,Cabo Delgado,Mocimboa da Praia,Abril,4.0
2020,Cabo Delgado,Mocimboa da Praia,Março,6.0
2020,Cabo Delgado,Mocimboa da Praia,Fevereiro,6.0
2020,Cabo Delgado,Mocimboa da Praia,Janeiro,6.0
2020,Cabo Delgado,Meluco,Dezembro,0.0
2020,Cabo Delgado,Meluco,Novembro,0.0
2020,Cabo Delgado,Meluco,Outubro,0.0
2020,Cabo Delgado,Meluco,Setembro,0.0
2020,Cabo Delgado,Meluco,Agosto,0.0
2020,Cabo Delgado,Meluco,Julho,0.0
2020,Cabo Delgado,Meluco,Junho,0.0
2020,Cabo Delgado,Meluco,Maio,0.0
2020,Cabo Delgado,Meluco,Abril,0.0
2020,Cabo Delgado,Meluco,Março,0.0
2020,Cabo Delgado,Meluco,Fevereiro,0.0
2020,Cabo Delgado,Meluco,Janeiro,0.0
2020,Cabo Delgado,Mecufi,Dezembro,1.0
2020,Cabo Delgado,Mecufi,Novembro,1.0
2020,Cabo Delgado,Mecufi,Outubro,1.0
2020,Cabo Delgado,Mecufi,Setembro,1.0
2020,Cabo Delgado,Mecufi,Agosto,1.0
2020,Cabo Delgado,Mocimboa da Praia,Agosto,2.0
2020,Cabo Delgado,Mocimboa da Praia,Setembro,2.0
2020,Cabo Delgado,Chiúre,Dezembro,4.0
2020,Cabo Delgado,Chiúre,Outubro,4.0
2020,Cabo Delgado,Mocimboa da Praia,Julho,4.0
2020,Cabo Delgado,Mecufi,Fevereiro,1.0
2020,Cabo Delgado,Mecufi,Janeiro,1.0
2020,Cabo Delgado,Macomia,Dezembro,0.0
2020,Cabo Delgado,Macomia,Novembro,0.0
2020,Cabo Delgado,Macomia,Outubro,0.0
2020,Cabo Delgado,Macomia,Setembro,0.0
2020,Cabo Delgado,Macomia,Agosto,0.0
2020,Cabo Delgado,Macomia,Julho,0.0
2020,Cabo Delgado,Macomia,Junho,0.0
2020,Cabo Delgado,Macomia,Maio,0.0
2020,Cabo Delgado,Macomia,Abril,0.0
2020,Cabo Delgado,Macomia,Março,2.0
2020,Cabo Delgado,Macomia,Fevereiro,2.0
2020,Cabo Delgado,Macomia,Janeiro,2.0
2020,Cabo Delgado,Ibo,Dezembro,0.0
2020,Cabo Delgado,Ibo,Novembro,0.0
2020,Cabo Delgado,Ibo,Outubro,0.0
2020,Cabo Delgado,Ibo,Setembro,0.0
2020,Cabo Delgado,Ibo,Agosto,0.0
2020,Cabo Delgado,Ibo,Julho,0.0
2020,Cabo Delgado,Ibo,Junho,0.0
2020,Cabo Delgado,Ibo,Maio,0.0
2020,Cabo Delgado,Ibo,Abril,0.0
2020,Cabo Delgado,Ibo,Março,1.0
2020,Cabo Delgado,Mecufi,Março,1.0
2020,Cabo Delgado,Mecufi,Maio,1.0
2020,Cabo Delgado,Mecufi,Junho,1.0
2020,Nampula,Rapale-Nampula,Novembro,1.0
2020,Nampula,Larde,Fevereiro,0.0
2020,Cabo Delgado,Ancuabe,Outubro,1.0
2020,Cabo Delgado,Ancuabe,Julho,1.0
2020,Cabo Delgado,Ancuabe,Agosto,1.0
2020,Cabo Delgado,Chiúre,Setembro,4.0
2020,Cabo Delgado,Chiúre,Agosto,4.0
2020,Cabo Delgado,Chiúre,Julho,4.0
2020,Cabo Delgado,Chiúre,Junho,4.0
2020,Cabo Delgado,Chiúre,Maio,4.0
2020,Cabo Delgado,Chiúre,Abril,4.0
2020,Cabo Delgado,Chiúre,Março,4.0
2020,Cabo Delgado,Chiúre,Fevereiro,4.0
2020,Cabo Delgado,Chiúre,Janeiro,4.0
2020,Cabo Delgado,Balama,Dezembro,5.0
2020,Cabo Delgado,Balama,Novembro,5.0
2020,Cabo Delgado,Balama,Outubro,5.0
2020,Cabo Delgado,Balama,Setembro,5.0
2020,Cabo Delgado,Balama,Agosto,5.0
2020,Cabo Delgado,Balama,Julho,5.0
2020,Cabo Delgado,Balama,Junho,5.0
2020,Cabo Delgado,Balama,Maio,5.0
2020,Cabo Delgado,Balama,Abril,5.0
2020,Cabo Delgado,Balama,Março,5.0
2020,Cabo Delgado,Balama,Fevereiro,5.0
2020,Cabo Delgado,Balama,Janeiro,5.0
2020,Cabo Delgado,Ancuabe,Dezembro,1.0
2020,Cabo Delgado,Ancuabe,Novembro,1.0
2020,Nampula,Larde,Maio,0.0
2020,Cabo Delgado,Ancuabe,Maio,1.0
2020,Cabo Delgado,Ancuabe,Setembro,1.0
2020,Nampula,Larde,Março,0.0
2020,Cabo Delgado,Ancuabe,Abril,1.0
2020,Cabo Delgado,Ancuabe,Março,1.0
2020,Cabo Delgado,Ancuabe,Fevereiro,1.0
2020,Cabo Delgado,Ancuabe,Janeiro,1.0
2020,Cabo Delgado,Cidade de Pemba,Dezembro,46.0
2020,Cabo Delgado,Cidade de Pemba,Novembro,46.0
2020,Cabo Delgado,Cidade de Pemba,Outubro,46.0
2020,Cabo Delgado,Cidade de Pemba,Setembro,48.0
2020,Cabo Delgado,Cidade de Pemba,Agosto,48.0
2020,Cabo Delgado,Cidade de Pemba,Julho,48.0
2020,Cabo Delgado,Cidade de Pemba,Junho,48.0
2020,Cabo Delgado,Cidade de Pemba,Abril,48.0
2020,Cabo Delgado,Cidade de Pemba,Março,48.0
2020,Cabo Delgado,Cidade de Pemba,Maio,48.0
2020,Cabo Delgado,Cidade de Pemba,Fevereiro,48.0
2020,Cabo Delgado,Cidade de Pemba,Janeiro,48.0
2020,Nampula,Larde,Dezembro,0.0
2020,Nampula,Larde,Novembro,0.0
2020,Nampula,Larde,Outubro,0.0
2020,Nampula,Larde,Setembro,0.0
2020,Nampula,Larde,Agosto,0.0
2020,Nampula,Larde,Julho,0.0
2020,Nampula,Larde,Junho,0.0
2020,Nampula,Larde,Abril,0.0
2020,Cabo Delgado,Nangade,Julho,2.0
2020,Cabo Delgado,Ancuabe,Junho,1.0
2020,Nampula,Larde,Janeiro,0.0
2020,Nampula,Rapale-Nampula,Outubro,1.0
2020,Nampula,Liupo,Outubro,0.0
2020,Nampula,Liupo,Agosto,0.0
2020,Nampula,Liupo,Julho,0.0
2020,Nampula,Liupo,Junho,0.0
2020,Nampula,Liupo,Maio,0.0
2020,Nampula,Liupo,Abril,0.0
2020,Nampula,Liupo,Março,0.0
2020,Nampula,Liupo,Fevereiro,0.0
2020,Nampula,Liupo,Janeiro,0.0
2020,Nampula,Ribaué,Dezembro,6.0
2020,Nampula,Ribaué,Novembro,6.0
2020,Nampula,Ribaué,Outubro,6.0
2020,Nampula,Ribaué,Setembro,6.0
2020,Nampula,Ribaué,Agosto,6.0
2020,Nampula,Ribaué,Julho,6.0
2020,Nampula,Ribaué,Junho,6.0
2020,Nampula,Ribaué,Maio,6.0
2020,Nampula,Ribaué,Abril,6.0
2020,Nampula,Ribaué,Março,6.0
2020,Nampula,Ribaué,Fevereiro,6.0
2020,Nampula,Ribaué,Janeiro,6.0
2020,Nampula,Rapale-Nampula,Dezembro,1.0
2020,Nampula,Liupo,Dezembro,0.0
2020,Nampula,Rapale-Nampula,Setembro,1.0
2020,Nampula,Rapale-Nampula,Julho,1.0
2020,Nampula,Liupo,Novembro,0.0
2020,Nampula,Nacaroa,Junho,1.0
2020,Nampula,Liupo,Setembro,0.0
2020,Nampula,Rapale-Nampula,Agosto,1.0
2020,Nampula,Rapale-Nampula,Junho,1.0
2020,Cabo Delgado,Chiúre,Novembro,4.0
2020,Nampula,Rapale-Nampula,Maio,1.0
2020,Nampula,Rapale-Nampula,Abril,1.0
2020,Nampula,Rapale-Nampula,Março,1.0
2020,Nampula,Rapale-Nampula,Fevereiro,1.0
2020,Nampula,Rapale-Nampula,Janeiro,1.0
2020,Nampula,Namapa-Erati,Dezembro,2.0
2020,Nampula,Namapa-Erati,Novembro,2.0
2020,Nampula,Namapa-Erati,Outubro,2.0
2020,Nampula,Namapa-Erati,Setembro,2.0
2020,Nampula,Nacaroa,Abril,1.0
2020,Niassa,Cuamba,Setembro,16.0
2020,Niassa,Manjune,Outubro,0.0
2020,Nampula,Namapa-Erati,Agosto,2.0
2020,Nampula,Namapa-Erati,Abril,2.0
2020,Nampula,Namapa-Erati,Março,2.0
2020,Nampula,Namapa-Erati,Fevereiro,2.0
2020,Nampula,Namapa-Erati,Janeiro,2.0
2020,Nampula,Nacaroa,Dezembro,1.0
2020,Nampula,Nacaroa,Novembro,1.0
2020,Nampula,Nacaroa,Outubro,1.0
2020,Nampula,Nacaroa,Setembro,1.0
2020,Nampula,Nacaroa,Agosto,1.0
2020,Nampula,Nacaroa,Julho,1.0
2020,Nampula,Namapa-Erati,Julho,2.0
2020,Nampula,Namapa-Erati,Junho,2.0
2020,Nampula,Namapa-Erati,Maio,2.0
2020,Cabo Delgado,Muidumbe,Abril,0.0
2020,Cabo Delgado,Nangade,Maio,2.0
2020,Zambézia,Morrumbala,Outubro,2.0
2020,Nampula,Angoche,Setembro,4.0
2020,Nampula,Nacaroa,Janeiro,0.0
2020,Nampula,Nacala-Velha,Dezembro,4.0
2020,Nampula,Nacala-Velha,Novembro,4.0
2020,Nampula,Nacala-Velha,Outubro,4.0
2020,Nampula,Nacala-Velha,Setembro,4.0
2020,Nampula,Nacala-Velha,Agosto,4.0
2020,Nampula,Nacala-Velha,Julho,4.0
2020,Nampula,Nacala-Velha,Junho,4.0
2020,Nampula,Nacala-Velha,Maio,4.0
2020,Nampula,Nacala-Velha,Abril,4.0
2020,Nampula,Nacala-Velha,Março,4.0
2020,Nampula,Nacala-Velha,Fevereiro,4.0
2020,Nampula,Nacala-Velha,Janeiro,4.0
2020,Nampula,Murrupula,Dezembro,2.0
2020,Nampula,Murrupula,Novembro,2.0
2020,Nampula,Murrupula,Outubro,2.0
2020,Nampula,Murrupula,Setembro,2.0
2020,Nampula,Murrupula,Agosto,2.0
2020,Nampula,Murrupula,Julho,2.0
2020,Nampula,Murrupula,Junho,2.0
2020,Nampula,Murrupula,Maio,2.0
2020,Nampula,Murrupula,Abril,2.0
2020,Nampula,Murrupula,Março,1.0
2020,Nampula,Murrupula,Fevereiro,1.0
2020,Nampula,Monapo,Junho,5.0
2020,Nampula,Murrupula,Janeiro,1.0
2020,Nampula,Muecate,Novembro,1.0
2020,Nampula,Monapo,Agosto,5.0
2020,Nampula,Muecate,Outubro,1.0
2020,Nampula,Muecate,Agosto,1.0
2020,Nampula,Muecate,Julho,1.0
2020,Nampula,Muecate,Junho,1.0
2020,Nampula,Muecate,Maio,1.0
2020,Nampula,Muecate,Abril,1.0
2020,Nampula,Muecate,Março,1.0
2020,Nampula,Muecate,Fevereiro,1.0
2020,Nampula,Muecate,Janeiro,1.0
2020,Nampula,Mossuril,Dezembro,3.0
2020,Nampula,Mossuril,Novembro,3.0
2020,Nampula,Mossuril,Outubro,3.0
2020,Nampula,Mossuril,Setembro,3.0
2020,Nampula,Mossuril,Agosto,3.0
2020,Nampula,Mossuril,Julho,3.0
2020,Nampula,Mossuril,Junho,3.0
2020,Nampula,Mossuril,Maio,3.0
2020,Nampula,Mossuril,Abril,3.0
2020,Nampula,Mossuril,Março,3.0
2020,Nampula,Mossuril,Fevereiro,3.0
2020,Nampula,Mossuril,Janeiro,3.0
2020,Nampula,Monapo,Dezembro,5.0
2020,Nampula,Monapo,Novembro,5.0
2020,Nampula,Monapo,Outubro,5.0
2020,Nampula,Monapo,Setembro,5.0
2020,Nampula,Muecate,Setembro,1.0
2020,Nampula,Mecuburi,Agosto,3.0
2020,Nampula,Monapo,Julho,5.0
2020,Nampula,Mogincual,Dezembro,1.0
2020,Nampula,Mogovolas,Fevereiro,2.0
2020,Nampula,Monapo,Janeiro,5.0
2020,Nampula,Moma,Dezembro,4.0
2020,Nampula,Moma,Novembro,4.0
2020,Nampula,Moma,Outubro,4.0
2020,Nampula,Moma,Setembro,4.0
2020,Nampula,Moma,Agosto,4.0
2020,Nampula,Moma,Julho,4.0
2020,Nampula,Moma,Junho,4.0
2020,Nampula,Moma,Maio,4.0
2020,Nampula,Moma,Abril,4.0
2020,Nampula,Moma,Março,4.0
2020,Nampula,Moma,Fevereiro,4.0
2020,Nampula,Moma,Janeiro,4.0
2020,Nampula,Mogovolas,Dezembro,2.0
2020,Nampula,Mogovolas,Novembro,2.0
2020,Nampula,Mogovolas,Outubro,2.0
2020,Nampula,Mogovolas,Setembro,2.0
2020,Nampula,Mogovolas,Agosto,2.0
2020,Nampula,Mogovolas,Julho,2.0
2020,Nampula,Mogovolas,Junho,2.0
2020,Nampula,Mogovolas,Maio,2.0
2020,Nampula,Mogovolas,Abril,2.0
2020,Nampula,Monapo,Abril,5.0
2020,Nampula,Monapo,Maio,5.0
2020,Nampula,Mecuburi,Julho,3.0
2020,Nampula,Mecuburi,Junho,3.0
2020,Nampula,Mecuburi,Outubro,3.0
2020,Nampula,Mogincual,Outubro,1.0
2020,Nampula,Mogincual,Setembro,1.0
2020,Nampula,Mogincual,Agosto,1.0
2020,Nampula,Mogincual,Julho,1.0
2020,Nampula,Mogincual,Junho,1.0
2020,Nampula,Mogincual,Maio,1.0
2020,Nampula,Mogincual,Abril,1.0
2020,Nampula,Mogincual,Março,1.0
2020,Nampula,Mogincual,Fevereiro,1.0
2020,Nampula,Mogincual,Janeiro,1.0
2020,Nampula,Memba,Dezembro,2.0
2020,Nampula,Memba,Novembro,2.0
2020,Nampula,Memba,Outubro,2.0
2020,Nampula,Memba,Setembro,1.0
2020,Nampula,Memba,Agosto,1.0
2020,Nampula,Memba,Julho,1.0
2020,Nampula,Memba,Junho,1.0
2020,Nampula,Memba,Maio,1.0
2020,Nampula,Memba,Abril,1.0
