Year,Province,District,Month,POSs_Number
2020,Nampula,Lalaua,Agosto,2.0
2020,Nampula,Lalaua,Setembro,3.0
2020,Nampula,Lalaua,Outubro,3.0
2020,Nampula,Lalaua,Dezembro,3.0
2020,Nampula,Malema,Janeiro,37.0
2020,Nampula,Malema,Fevereiro,35.0
2020,Nampula,Malema,Março,35.0
2020,Nampula,Malema,Abril,37.0
2020,Nampula,Malema,Maio,39.0
2020,Nampula,Lalaua,Novembro,3.0
2020,Nampula,Lalaua,Julho,2.0
2020,Nampula,Lalaua,Abril,6.0
2020,Zambézia,Namarroi,Junho,20.0
2020,Nampula,Lalaua,Maio,2.0
2020,Nampula,Lalaua,Fevereiro,8.0
2020,Nampula,Lalaua,Janeiro,6.0
2020,Nampula,Ilha de Moçambique,Novembro,54.0
2020,Nampula,Ilha de Moçambique,Outubro,55.0
2020,Nampula,Ilha de Moçambique,Setembro,56.0
2020,Nampula,Ilha de Moçambique,Agosto,56.0
2020,Nampula,Ilha de Moçambique,Julho,56.0
2020,Nampula,Malema,Junho,39.0
2020,Nampula,Ilha de Moçambique,Junho,57.0
2020,Nampula,Ilha de Moçambique,Maio,57.0
2020,Nampula,Lalaua,Junho,2.0
2020,Nampula,Lalaua,Março,7.0
2020,Nampula,Ilha de Moçambique,Dezembro,52.0
2020,Nampula,Cidade de Nampula,Setembro,1166.0
2020,Nampula,Meconta (Namialo),Julho,44.0
2020,Nampula,Mecuburi,Agosto,16.0
2020,Nampula,Mecuburi,Julho,13.0
2020,Nampula,Mecuburi,Junho,14.0
2020,Nampula,Mecuburi,Maio,14.0
2020,Nampula,Mecuburi,Abril,13.0
2020,Nampula,Mecuburi,Março,13.0
2020,Nampula,Mecuburi,Fevereiro,9.0
2020,Nampula,Mecuburi,Janeiro,11.0
2020,Nampula,Meconta (Namialo),Dezembro,42.0
2020,Nampula,Meconta (Namialo),Novembro,42.0
2020,Nampula,Meconta (Namialo),Outubro,43.0
2020,Nampula,Meconta (Namialo),Setembro,44.0
2020,Nampula,Meconta (Namialo),Agosto,45.0
2020,Nampula,Meconta (Namialo),Junho,44.0
2020,Nampula,Meconta (Namialo),Maio,45.0
2020,Nampula,Meconta (Namialo),Abril,43.0
2020,Nampula,Meconta (Namialo),Março,43.0
2020,Nampula,Meconta (Namialo),Fevereiro,41.0
2020,Nampula,Meconta (Namialo),Janeiro,42.0
2020,Nampula,Malema,Dezembro,37.0
2020,Nampula,Malema,Novembro,39.0
2020,Nampula,Malema,Outubro,39.0
2020,Nampula,Malema,Setembro,39.0
2020,Nampula,Malema,Julho,39.0
2020,Nampula,Mecuburi,Setembro,16.0
2020,Nampula,Ilha de Moçambique,Março,58.0
2020,Nampula,Ilha de Moçambique,Janeiro,58.0
2020,Nampula,Mecuburi,Novembro,19.0
2020,Nampula,Cidade de Nampula,Novembro,1144.0
2020,Nampula,Cidade de Nampula,Junho,2185.0
2020,Nampula,Cidade de Nampula,Maio,2155.0
2020,Nampula,Cidade de Nampula,Abril,2166.0
2020,Nampula,Cidade de Nampula,Março,2176.0
2020,Nampula,Cidade de Nampula,Fevereiro,2184.0
2020,Nampula,Cidade de Nampula,Janeiro,2157.0
2020,Zambézia,Derre,Dezembro,0.0
2020,Zambézia,Derre,Novembro,0.0
2020,Zambézia,Derre,Outubro,0.0
2020,Zambézia,Derre,Setembro,0.0
2020,Zambézia,Derre,Agosto,0.0
2020,Zambézia,Derre,Julho,0.0
2020,Zambézia,Derre,Junho,0.0
2020,Zambézia,Derre,Maio,0.0
2020,Zambézia,Derre,Abril,0.0
2020,Zambézia,Derre,Março,0.0
2020,Zambézia,Derre,Fevereiro,0.0
2020,Zambézia,Derre,Janeiro,0.0
2020,Zambézia,Luabo,Dezembro,0.0
2020,Zambézia,Luabo,Novembro,0.0
2020,Zambézia,Luabo,Outubro,0.0
2020,Zambézia,Luabo,Setembro,0.0
2020,Zambézia,Luabo,Agosto,0.0
2020,Zambézia,Luabo,Julho,0.0
2020,Nampula,Cidade de Nampula,Agosto,1139.0
2020,Nampula,Ilha de Moçambique,Fevereiro,58.0
2020,Nampula,Ilha de Moçambique,Abril,57.0
2020,Nampula,Cidade de Nampula,Julho,2190.0
2020,Nampula,Angoche,Dezembro,1175.0
2020,Nampula,Angoche,Novembro,1163.0
2020,Nampula,Angoche,Outubro,1154.0
2020,Nampula,Angoche,Setembro,1145.0
2020,Nampula,Angoche,Agosto,1135.0
2020,Nampula,Angoche,Julho,73.0
2020,Nampula,Angoche,Junho,77.0
2020,Nampula,Angoche,Maio,77.0
2020,Nampula,Angoche,Abril,74.0
2020,Nampula,Angoche,Março,75.0
2020,Nampula,Angoche,Fevereiro,71.0
2020,Nampula,Angoche,Janeiro,47.0
2020,Nampula,Cidade de Nacala-Porto,Dezembro,622.0
2020,Nampula,Cidade de Nacala-Porto,Novembro,617.0
2020,Nampula,Cidade de Nacala-Porto,Outubro,615.0
2020,Nampula,Cidade de Nacala-Porto,Setembro,603.0
2020,Nampula,Cidade de Nacala-Porto,Agosto,614.0
2020,Nampula,Cidade de Nacala-Porto,Julho,614.0
2020,Nampula,Cidade de Nacala-Porto,Junho,627.0
2020,Nampula,Cidade de Nacala-Porto,Maio,629.0
2020,Nampula,Cidade de Nacala-Porto,Abril,616.0
2020,Nampula,Cidade de Nacala-Porto,Março,624.0
2020,Nampula,Cidade de Nacala-Porto,Fevereiro,618.0
2020,Nampula,Cidade de Nacala-Porto,Janeiro,617.0
2020,Nampula,Cidade de Nampula,Dezembro,1126.0
2020,Nampula,Cidade de Nampula,Outubro,1170.0
2020,Nampula,Mecuburi,Outubro,19.0
2020,Nampula,Malema,Agosto,39.0
2020,Niassa,Lago,Julho,24.0
2020,Nampula,Mogovolas,Abril,13.0
2020,Nampula,Muecate,Outubro,6.0
2020,Nampula,Muecate,Setembro,6.0
2020,Nampula,Muecate,Agosto,6.0
2020,Nampula,Muecate,Julho,6.0
2020,Nampula,Muecate,Junho,6.0
2020,Nampula,Muecate,Maio,6.0
2020,Nampula,Muecate,Abril,5.0
2020,Nampula,Muecate,Março,5.0
2020,Nampula,Muecate,Fevereiro,5.0
2020,Nampula,Muecate,Janeiro,7.0
2020,Nampula,Mossuril,Dezembro,19.0
2020,Nampula,Mossuril,Novembro,19.0
2020,Nampula,Mossuril,Outubro,19.0
2020,Nampula,Mossuril,Setembro,19.0
2020,Nampula,Mossuril,Agosto,19.0
2020,Nampula,Mossuril,Julho,19.0
2020,Nampula,Mossuril,Junho,19.0
2020,Nampula,Mossuril,Maio,19.0
2020,Nampula,Mossuril,Abril,21.0
2020,Nampula,Mossuril,Março,21.0
2020,Nampula,Mossuril,Fevereiro,22.0
2020,Nampula,Mossuril,Janeiro,22.0
2020,Nampula,Monapo,Dezembro,29.0
2020,Nampula,Murrupula,Janeiro,26.0
2020,Nampula,Mecuburi,Dezembro,19.0
2020,Nampula,Muecate,Novembro,6.0
2020,Nampula,Monapo,Agosto,29.0
2020,Nampula,Monapo,Novembro,27.0
2020,Nampula,Murrupula,Fevereiro,23.0
2020,Nampula,Nacaroa,Março,9.0
2020,Nampula,Nacaroa,Fevereiro,7.0
2020,Nampula,Nacaroa,Janeiro,7.0
2020,Nampula,Nacala-Velha,Dezembro,54.0
2020,Nampula,Nacala-Velha,Novembro,54.0
2020,Nampula,Nacala-Velha,Outubro,54.0
2020,Nampula,Nacala-Velha,Setembro,56.0
2020,Nampula,Nacala-Velha,Agosto,55.0
2020,Nampula,Nacala-Velha,Julho,55.0
2020,Nampula,Nacala-Velha,Junho,54.0
2020,Nampula,Nacala-Velha,Maio,55.0
2020,Nampula,Nacala-Velha,Abril,54.0
2020,Nampula,Nacala-Velha,Março,54.0
2020,Nampula,Nacala-Velha,Fevereiro,55.0
2020,Nampula,Nacala-Velha,Janeiro,56.0
2020,Nampula,Murrupula,Dezembro,25.0
2020,Nampula,Murrupula,Novembro,25.0
2020,Nampula,Murrupula,Outubro,26.0
2020,Nampula,Murrupula,Setembro,26.0
2020,Nampula,Murrupula,Agosto,24.0
2020,Nampula,Murrupula,Julho,24.0
2020,Nampula,Murrupula,Junho,24.0
2020,Nampula,Murrupula,Maio,23.0
2020,Nampula,Murrupula,Março,24.0
2020,Nampula,Nacaroa,Maio,11.0
2020,Nampula,Monapo,Outubro,27.0
2020,Zambézia,Luabo,Maio,0.0
2020,Nampula,Memba,Janeiro,9.0
2020,Nampula,Monapo,Junho,30.0
2020,Nampula,Mogincual,Dezembro,13.0
2020,Nampula,Mogincual,Novembro,13.0
2020,Nampula,Mogincual,Outubro,13.0
2020,Nampula,Mogincual,Setembro,11.0
2020,Nampula,Mogincual,Agosto,13.0
2020,Nampula,Mogincual,Julho,14.0
2020,Nampula,Mogincual,Junho,13.0
2020,Nampula,Mogincual,Maio,13.0
2020,Nampula,Mogincual,Abril,13.0
2020,Nampula,Mogincual,Março,14.0
2020,Nampula,Mogincual,Fevereiro,13.0
2020,Nampula,Mogincual,Janeiro,15.0
2020,Nampula,Memba,Dezembro,10.0
2020,Nampula,Memba,Novembro,8.0
2020,Nampula,Memba,Outubro,8.0
2020,Nampula,Memba,Setembro,8.0
2020,Nampula,Memba,Agosto,10.0
2020,Nampula,Memba,Julho,10.0
2020,Nampula,Memba,Junho,10.0
2020,Nampula,Memba,Maio,11.0
2020,Nampula,Memba,Abril,9.0
2020,Nampula,Memba,Março,9.0
2020,Nampula,Memba,Fevereiro,9.0
2020,Nampula,Mogovolas,Março,13.0
2020,Nampula,Muecate,Dezembro,6.0
2020,Nampula,Mogovolas,Janeiro,14.0
2020,Nampula,Mogovolas,Junho,13.0
2020,Nampula,Monapo,Setembro,26.0
2020,Zambézia,Luabo,Junho,0.0
2020,Nampula,Monapo,Maio,29.0
2020,Nampula,Monapo,Abril,29.0
2020,Nampula,Monapo,Março,29.0
2020,Nampula,Monapo,Fevereiro,30.0
2020,Nampula,Monapo,Janeiro,28.0
2020,Nampula,Moma,Dezembro,40.0
2020,Nampula,Moma,Novembro,39.0
2020,Nampula,Moma,Outubro,39.0
2020,Nampula,Moma,Setembro,40.0
2020,Nampula,Moma,Agosto,36.0
2020,Nampula,Moma,Julho,36.0
2020,Nampula,Moma,Junho,35.0
2020,Nampula,Moma,Maio,34.0
2020,Nampula,Moma,Abril,35.0
2020,Nampula,Moma,Março,35.0
2020,Nampula,Moma,Fevereiro,34.0
2020,Nampula,Moma,Janeiro,39.0
2020,Nampula,Mogovolas,Dezembro,12.0
2020,Nampula,Mogovolas,Novembro,12.0
2020,Nampula,Mogovolas,Outubro,12.0
2020,Nampula,Mogovolas,Setembro,12.0
2020,Nampula,Mogovolas,Agosto,12.0
2020,Nampula,Mogovolas,Julho,12.0
2020,Nampula,Mogovolas,Maio,13.0
2020,Nampula,Monapo,Julho,29.0
2020,Nampula,Mogovolas,Fevereiro,14.0
2020,Nampula,Nacaroa,Abril,11.0
2020,Zambézia,Molumbo,Dezembro,0.0
2020,Zambézia,Luabo,Fevereiro,0.0
2020,Zambézia,Gilé,Setembro,20.0
2020,Zambézia,Gilé,Agosto,20.0
2020,Zambézia,Gilé,Julho,30.0
2020,Zambézia,Gilé,Junho,31.0
2020,Zambézia,Gilé,Maio,32.0
2020,Zambézia,Gilé,Abril,31.0
2020,Zambézia,Gilé,Março,33.0
2020,Zambézia,Gilé,Fevereiro,31.0
2020,Zambézia,Gilé,Janeiro,37.0
2020,Zambézia,Gilé,Dezembro,21.0
2020,Zambézia,Lugela,Dezembro,9.0
2020,Zambézia,Maganja da Costa,Março,33.0
2020,Zambézia,Lugela,Outubro,9.0
2020,Zambézia,Lugela,Agosto,11.0
2020,Zambézia,Lugela,Julho,15.0
2020,Zambézia,Lugela,Junho,15.0
2020,Zambézia,Lugela,Maio,15.0
2020,Zambézia,Lugela,Abril,15.0
2020,Zambézia,Lugela,Março,15.0
2020,Zambézia,Lugela,Fevereiro,16.0
2020,Zambézia,Lugela,Janeiro,16.0
2020,Zambézia,Inhassunge,Dezembro,14.0
2020,Zambézia,Lugela,Novembro,9.0
2020,Zambézia,Maganja da Costa,Janeiro,36.0
2020,Zambézia,Lugela,Setembro,11.0
2020,Zambézia,Mocuba,Julho,175.0
2020,Zambézia,Mocuba,Abril,182.0
2020,Zambézia,Mocuba,Fevereiro,182.0
2020,Zambézia,Mocuba,Janeiro,188.0
2020,Zambézia,Milange,Dezembro,54.0
2020,Zambézia,Milange,Novembro,54.0
2020,Zambézia,Milange,Outubro,57.0
2020,Zambézia,Milange,Setembro,57.0
2020,Zambézia,Milange,Agosto,55.0
2020,Zambézia,Milange,Julho,58.0
2020,Zambézia,Milange,Junho,57.0
2020,Zambézia,Milange,Maio,56.0
2020,Zambézia,Milange,Abril,55.0
2020,Zambézia,Milange,Março,57.0
2020,Zambézia,Milange,Fevereiro,56.0
2020,Zambézia,Milange,Janeiro,58.0
2020,Zambézia,Maganja da Costa,Dezembro,38.0
2020,Zambézia,Maganja da Costa,Novembro,38.0
2020,Zambézia,Maganja da Costa,Outubro,38.0
2020,Zambézia,Maganja da Costa,Setembro,37.0
2020,Zambézia,Maganja da Costa,Agosto,37.0
2020,Zambézia,Maganja da Costa,Julho,35.0
2020,Zambézia,Maganja da Costa,Junho,34.0
2020,Zambézia,Maganja da Costa,Maio,33.0
2020,Zambézia,Maganja da Costa,Abril,31.0
2020,Zambézia,Inhassunge,Novembro,14.0
2020,Zambézia,Inhassunge,Outubro,13.0
2020,Zambézia,Inhassunge,Setembro,14.0
2020,Zambézia,Maganja da Costa,Fevereiro,33.0
2020,Zambézia,Inhassunge,Agosto,14.0
2020,Zambézia,Gurúè,Fevereiro,68.0
2020,Zambézia,Gurúè,Janeiro,70.0
2020,Zambézia,Alto Molócuè,Dezembro,46.0
2020,Zambézia,Chinde,Novembro,378.0
2020,Zambézia,Chinde,Outubro,376.0
2020,Zambézia,Chinde,Setembro,379.0
2020,Zambézia,Chinde,Agosto,377.0
2020,Zambézia,Chinde,Julho,22.0
2020,Zambézia,Chinde,Junho,23.0
2020,Zambézia,Chinde,Maio,22.0
2020,Zambézia,Chinde,Abril,24.0
2020,Zambézia,Chinde,Março,20.0
2020,Zambézia,Chinde,Fevereiro,17.0
2020,Zambézia,Chinde,Janeiro,17.0
2020,Zambézia,Alto Molócuè,Novembro,48.0
2020,Zambézia,Gurúè,Abril,65.0
2020,Zambézia,Alto Molócuè,Outubro,50.0
2020,Zambézia,Alto Molócuè,Setembro,48.0
2020,Zambézia,Alto Molócuè,Agosto,50.0
2020,Zambézia,Alto Molócuè,Julho,71.0
2020,Zambézia,Alto Molócuè,Junho,70.0
2020,Zambézia,Alto Molócuè,Maio,70.0
2020,Zambézia,Alto Molócuè,Abril,65.0
2020,Zambézia,Alto Molócuè,Março,68.0
2020,Nampula,Nacaroa,Junho,11.0
2020,Zambézia,Gurúè,Março,70.0
2020,Zambézia,Mocuba,Maio,180.0
2020,Zambézia,Gurúè,Junho,64.0
2020,Zambézia,Mocuba,Março,187.0
2020,Zambézia,Inhassunge,Julho,4.0
2020,Zambézia,Mocuba,Junho,180.0
2020,Zambézia,Chinde,Dezembro,377.0
2020,Zambézia,Inhassunge,Maio,4.0
2020,Zambézia,Inhassunge,Abril,4.0
2020,Zambézia,Inhassunge,Março,3.0
2020,Zambézia,Inhassunge,Fevereiro,5.0
2020,Zambézia,Inhassunge,Janeiro,5.0
2020,Zambézia,Ile,Dezembro,52.0
2020,Zambézia,Ile,Novembro,51.0
2020,Zambézia,Ile,Outubro,49.0
2020,Zambézia,Ile,Setembro,59.0
2020,Zambézia,Ile,Agosto,57.0
2020,Zambézia,Ile,Julho,25.0
2020,Zambézia,Ile,Junho,21.0
2020,Zambézia,Ile,Maio,23.0
2020,Zambézia,Ile,Abril,21.0
2020,Zambézia,Ile,Março,22.0
2020,Zambézia,Ile,Fevereiro,22.0
2020,Zambézia,Ile,Janeiro,24.0
2020,Zambézia,Gurúè,Dezembro,40.0
2020,Zambézia,Gurúè,Novembro,38.0
2020,Zambézia,Gurúè,Outubro,37.0
2020,Zambézia,Gurúè,Setembro,40.0
2020,Zambézia,Gurúè,Agosto,38.0
2020,Zambézia,Gurúè,Julho,64.0
2020,Zambézia,Gurúè,Maio,65.0
2020,Zambézia,Inhassunge,Junho,4.0
2020,Zambézia,Mocuba,Agosto,175.0
2020,Zambézia,Molumbo,Agosto,0.0
2020,Zambézia,Molumbo,Julho,0.0
2020,Zambézia,Molumbo,Junho,0.0
2020,Zambézia,Molumbo,Maio,0.0
2020,Zambézia,Molumbo,Abril,0.0
2020,Zambézia,Molumbo,Março,0.0
2020,Zambézia,Molumbo,Fevereiro,0.0
2020,Zambézia,Molumbo,Janeiro,0.0
2020,Zambézia,Pebane,Dezembro,44.0
2020,Zambézia,Pebane,Novembro,46.0
2020,Zambézia,Pebane,Outubro,46.0
2020,Zambézia,Pebane,Setembro,47.0
2020,Zambézia,Pebane,Agosto,47.0
2020,Zambézia,Pebane,Julho,52.0
2020,Zambézia,Pebane,Junho,51.0
2020,Zambézia,Pebane,Maio,57.0
2020,Zambézia,Pebane,Abril,45.0
2020,Zambézia,Pebane,Março,46.0
2020,Zambézia,Pebane,Fevereiro,52.0
2020,Zambézia,Pebane,Janeiro,60.0
2020,Zambézia,Nicoadala,Dezembro,32.0
2020,Zambézia,Nicoadala,Novembro,32.0
2020,Zambézia,Nicoadala,Outubro,33.0
2020,Zambézia,Nicoadala,Setembro,33.0
2020,Zambézia,Nicoadala,Agosto,33.0
2020,Zambézia,Molumbo,Setembro,0.0
2020,Zambézia,Nicoadala,Julho,33.0
2020,Zambézia,Molumbo,Outubro,0.0
2020,Zambézia,Nicoadala,Junho,32.0
2020,Zambézia,Nicoadala,Abril,31.0
2020,Zambézia,Luabo,Janeiro,0.0
2020,Zambézia,Mulevala,Dezembro,0.0
2020,Zambézia,Mulevala,Novembro,0.0
2020,Zambézia,Mulevala,Outubro,0.0
2020,Zambézia,Mulevala,Setembro,0.0
2020,Zambézia,Mulevala,Agosto,0.0
2020,Zambézia,Mulevala,Julho,0.0
2020,Zambézia,Mulevala,Junho,0.0
2020,Zambézia,Mulevala,Maio,0.0
2020,Zambézia,Mulevala,Abril,0.0
2020,Zambézia,Mulevala,Março,0.0
2020,Zambézia,Mulevala,Fevereiro,0.0
2020,Zambézia,Mulevala,Janeiro,0.0
2020,Zambézia,Mocubela,Dezembro,0.0
2020,Zambézia,Mocubela,Novembro,0.0
2020,Zambézia,Mocubela,Outubro,0.0
2020,Zambézia,Mocubela,Setembro,0.0
2020,Zambézia,Mocubela,Agosto,0.0
2020,Zambézia,Mocubela,Julho,0.0
2020,Zambézia,Mocubela,Junho,0.0
2020,Zambézia,Mocubela,Maio,0.0
2020,Zambézia,Mocubela,Abril,0.0
2020,Zambézia,Mocubela,Março,0.0
2020,Zambézia,Mocubela,Fevereiro,0.0
2020,Zambézia,Molumbo,Novembro,0.0
2020,Zambézia,Luabo,Abril,0.0
2020,Zambézia,Mocubela,Janeiro,0.0
2020,Zambézia,Luabo,Março,0.0
2020,Zambézia,Morrumbala,Setembro,40.0
2020,Zambézia,Nicoadala,Março,31.0
2020,Zambézia,Morrumbala,Julho,40.0
2020,Zambézia,Morrumbala,Junho,38.0
2020,Zambézia,Morrumbala,Maio,39.0
2020,Zambézia,Morrumbala,Abril,30.0
2020,Zambézia,Morrumbala,Março,31.0
2020,Zambézia,Morrumbala,Fevereiro,34.0
2020,Zambézia,Morrumbala,Janeiro,35.0
2020,Zambézia,Mopeia,Dezembro,36.0
2020,Zambézia,Mopeia,Novembro,34.0
2020,Zambézia,Mopeia,Outubro,32.0
2020,Zambézia,Mopeia,Setembro,32.0
2020,Zambézia,Mopeia,Agosto,31.0
2020,Zambézia,Mopeia,Julho,30.0
2020,Zambézia,Mopeia,Junho,29.0
2020,Zambézia,Mopeia,Maio,30.0
2020,Zambézia,Mopeia,Abril,30.0
2020,Zambézia,Mopeia,Março,32.0
2020,Zambézia,Mopeia,Fevereiro,35.0
2020,Zambézia,Mopeia,Janeiro,35.0
2020,Zambézia,Mocuba,Dezembro,174.0
2020,Zambézia,Mocuba,Novembro,169.0
2020,Zambézia,Mocuba,Outubro,169.0
2020,Zambézia,Mocuba,Setembro,171.0
2020,Zambézia,Morrumbala,Outubro,43.0
2020,Zambézia,Nicoadala,Maio,31.0
2020,Zambézia,Morrumbala,Novembro,43.0
2020,Zambézia,Gilé,Novembro,21.0
2020,Zambézia,Morrumbala,Agosto,40.0
2020,Zambézia,Nicoadala,Fevereiro,28.0
2020,Zambézia,Nicoadala,Janeiro,34.0
2020,Zambézia,Namarroi,Dezembro,19.0
2020,Zambézia,Namarroi,Novembro,19.0
2020,Zambézia,Namarroi,Outubro,19.0
2020,Zambézia,Namarroi,Setembro,20.0
2020,Zambézia,Namarroi,Agosto,20.0
2020,Zambézia,Namarroi,Julho,20.0
2020,Zambézia,Namarroi,Maio,20.0
2020,Zambézia,Namarroi,Abril,19.0
2020,Zambézia,Namarroi,Março,20.0
2020,Zambézia,Namarroi,Fevereiro,23.0
2020,Zambézia,Namarroi,Janeiro,25.0
2020,Zambézia,Namacurra,Dezembro,15.0
2020,Zambézia,Namacurra,Novembro,16.0
2020,Zambézia,Namacurra,Outubro,16.0
2020,Zambézia,Namacurra,Setembro,17.0
2020,Zambézia,Namacurra,Agosto,18.0
2020,Zambézia,Namacurra,Julho,19.0
2020,Zambézia,Namacurra,Junho,21.0
2020,Zambézia,Namacurra,Maio,21.0
2020,Zambézia,Namacurra,Abril,26.0
2020,Zambézia,Namacurra,Março,22.0
2020,Zambézia,Namacurra,Fevereiro,23.0
2020,Zambézia,Morrumbala,Dezembro,43.0
2020,Nampula,Nacaroa,Julho,12.0
2020,Zambézia,Namacurra,Janeiro,22.0
2020,Nampula,Nacaroa,Setembro,10.0
2020,Zambézia,Gilé,Outubro,21.0
2020,Cabo Delgado,Mecufi,Setembro,8.0
2020,Niassa,Manjune,Outubro,209.0
2020,Cabo Delgado,Nangade,Novembro,12.0
2020,Niassa,Manjune,Agosto,213.0
2020,Niassa,Manjune,Julho,7.0
2020,Niassa,Manjune,Junho,7.0
2020,Niassa,Manjune,Maio,7.0
2020,Niassa,Manjune,Abril,6.0
2020,Niassa,Manjune,Março,7.0
2020,Niassa,Manjune,Fevereiro,6.0
2020,Niassa,Manjune,Janeiro,6.0
2020,Niassa,Manjune,Dezembro,219.0
2020,Niassa,Mandimba,Fevereiro,12.0
2020,Niassa,Lago,Dezembro,9.0
2020,Niassa,Lago,Setembro,10.0
2020,Niassa,Lago,Agosto,10.0
2020,Zambézia,Alto Molócuè,Fevereiro,67.0
2020,Niassa,Lago,Junho,24.0
2020,Niassa,Lago,Maio,24.0
2020,Niassa,Lago,Abril,23.0
2020,Niassa,Lago,Março,23.0
2020,Niassa,Lago,Fevereiro,25.0
2020,Niassa,Lago,Janeiro,25.0
2020,Niassa,Cuamba,Dezembro,91.0
2020,Niassa,Lago,Novembro,10.0
2020,Niassa,Lago,Outubro,10.0
2020,Niassa,Cuamba,Agosto,58.0
2020,Niassa,Mandimba,Março,12.0
2020,Niassa,Maúa,Março,12.0
2020,Niassa,Maúa,Fevereiro,13.0
2020,Niassa,Maúa,Janeiro,15.0
2020,Niassa,Marrupa,Dezembro,6.0
2020,Niassa,Marrupa,Novembro,6.0
2020,Niassa,Marrupa,Outubro,6.0
2020,Niassa,Marrupa,Setembro,7.0
2020,Niassa,Marrupa,Agosto,7.0
2020,Niassa,Marrupa,Julho,23.0
2020,Niassa,Marrupa,Junho,24.0
2020,Niassa,Marrupa,Maio,24.0
2020,Niassa,Marrupa,Abril,24.0
2020,Niassa,Marrupa,Março,25.0
2020,Niassa,Marrupa,Fevereiro,25.0
2020,Niassa,Marrupa,Janeiro,24.0
2020,Niassa,Mandimba,Dezembro,11.0
2020,Niassa,Mandimba,Novembro,11.0
2020,Niassa,Mandimba,Outubro,12.0
2020,Niassa,Mandimba,Setembro,12.0
2020,Niassa,Mandimba,Agosto,12.0
2020,Niassa,Mandimba,Julho,10.0
2020,Niassa,Mandimba,Junho,10.0
2020,Niassa,Mandimba,Maio,10.0
2020,Niassa,Mandimba,Abril,12.0
2020,Niassa,Cuamba,Novembro,82.0
2020,Niassa,Cuamba,Outubro,79.0
2020,Niassa,Mandimba,Janeiro,12.0
2020,Niassa,Cuamba,Setembro,82.0
2020,Cabo Delgado,Quissanga,Fevereiro,6.0
2020,Niassa,Maúa,Julho,12.0
2020,Cabo Delgado,Quissanga,Abril,6.0
2020,Cabo Delgado,Pemba-Metuge,Dezembro,28.0
2020,Cabo Delgado,Pemba-Metuge,Novembro,31.0
2020,Cabo Delgado,Pemba-Metuge,Outubro,31.0
2020,Cabo Delgado,Pemba-Metuge,Setembro,30.0
2020,Cabo Delgado,Pemba-Metuge,Agosto,31.0
2020,Cabo Delgado,Pemba-Metuge,Julho,32.0
2020,Cabo Delgado,Pemba-Metuge,Junho,31.0
2020,Cabo Delgado,Pemba-Metuge,Maio,31.0
2020,Cabo Delgado,Pemba-Metuge,Abril,31.0
2020,Cabo Delgado,Pemba-Metuge,Março,32.0
2020,Cabo Delgado,Pemba-Metuge,Fevereiro,32.0
2020,Cabo Delgado,Pemba-Metuge,Janeiro,35.0
2020,Cabo Delgado,Palma,Dezembro,48.0
2020,Cabo Delgado,Palma,Novembro,50.0
2020,Cabo Delgado,Palma,Outubro,52.0
2020,Cabo Delgado,Palma,Setembro,57.0
2020,Cabo Delgado,Palma,Agosto,56.0
2020,Cabo Delgado,Palma,Julho,54.0
2020,Cabo Delgado,Palma,Junho,54.0
2020,Cabo Delgado,Palma,Maio,55.0
2020,Cabo Delgado,Palma,Abril,59.0
2020,Cabo Delgado,Palma,Março,60.0
2020,Cabo Delgado,Palma,Fevereiro,60.0
2020,Cabo Delgado,Quissanga,Março,6.0
2020,Cabo Delgado,Quissanga,Janeiro,7.0
2020,Niassa,Maúa,Abril,12.0
2020,Cabo Delgado,Quissanga,Junho,5.0
2020,Niassa,Maúa,Junho,12.0
2020,Niassa,Cuamba,Julho,115.0
2020,Niassa,Cuamba,Maio,115.0
2020,Niassa,Cuamba,Abril,125.0
2020,Niassa,Cuamba,Março,124.0
2020,Niassa,Cuamba,Fevereiro,129.0
2020,Niassa,Cuamba,Janeiro,138.0
2020,Niassa,Cidade de Lichinga,Dezembro,209.0
2020,Niassa,Cidade de Lichinga,Novembro,208.0
2020,Niassa,Cidade de Lichinga,Outubro,213.0
2020,Niassa,Cidade de Lichinga,Setembro,216.0
2020,Niassa,Cidade de Lichinga,Agosto,241.0
2020,Niassa,Cidade de Lichinga,Julho,377.0
2020,Niassa,Cidade de Lichinga,Junho,401.0
2020,Niassa,Cidade de Lichinga,Maio,391.0
2020,Niassa,Cidade de Lichinga,Abril,382.0
2020,Niassa,Cidade de Lichinga,Março,378.0
2020,Niassa,Cidade de Lichinga,Fevereiro,384.0
2020,Niassa,Cidade de Lichinga,Janeiro,388.0
2020,Cabo Delgado,Quissanga,Dezembro,5.0
2020,Cabo Delgado,Quissanga,Novembro,5.0
2020,Cabo Delgado,Quissanga,Outubro,5.0
2020,Cabo Delgado,Quissanga,Setembro,5.0
2020,Cabo Delgado,Quissanga,Agosto,5.0
2020,Cabo Delgado,Quissanga,Julho,5.0
2020,Cabo Delgado,Quissanga,Maio,5.0
2020,Niassa,Cuamba,Junho,117.0
2020,Niassa,Maúa,Agosto,23.0
2020,Niassa,Manjune,Setembro,213.0
2020,Niassa,Nipepe,Junho,12.0
2020,Niassa,N´gauma,Julho,2.0
2020,Niassa,Muembe,Maio,4.0
2020,Niassa,Nipepe,Maio,9.0
2020,Niassa,Nipepe,Abril,8.0
2020,Niassa,Nipepe,Março,8.0
2020,Niassa,Nipepe,Fevereiro,9.0
